source_file,kind,n,k,third,alpha,value_mean,gap_mean,generated_ops_mean,states_mean,time_total_mean,time_first_mean,time_second_mean,time_third_mean
week3_uniform_k_compare.csv,uniform,8,1,dp,2,219.01181394666665,0.0,1464.0,576.0,0.0005461926666666667,1.8023333333333334e-05,0.00017567000000000003,0.000348578
week3_uniform_k_compare.csv,uniform,8,2,astar,2,219.01181394666665,0.0,2864.0,537.3333333333334,0.0026105729999999997,7.459300000000001e-05,0.00039412766666666667,0.0021347333333333334
week3_uniform_k_compare.csv,uniform,8,2,dp,2,219.01181394666665,0.0,2864.0,576.0,0.0010139783333333334,7.8101e-05,0.00040455066666666664,0.0005261113333333334
week3_uniform_k_compare.csv,uniform,8,inf,astar,2,219.01181394666665,0.0,4608.0,537.3333333333334,0.003312012333333333,0.0004962473333333333,0.0013826636666666667,0.0014251913333333333
week3_uniform_k_compare.csv,uniform,8,inf,dp,2,219.01181394666665,0.0,4608.0,576.0,0.003181841333333333,0.0005177656666666666,0.0010669043333333334,0.0015915276666666669
week3_uniform_k_compare.csv,uniform,9,0,astar,2,230.89923259133334,4.6435668551300004,657.0,1196.3333333333333,0.0014176,7.477166666666666e-05,4.4175666666666664e-05,0.00129328
week3_uniform_k_compare.csv,uniform,9,0,dp,2,230.89923259133334,4.6435668551300004,657.0,1280.0,0.0005249273333333334,5.585666666666666e-06,5.514033333333334e-05,0.00045820466666666673
week3_uniform_k_compare.csv,uniform,9,1,astar,2,222.5193016036667,0.8065362686156666,2421.0,1185.0,0.0023423596666666668,2.0705666666666667e-05,0.000201358,0.0021164083333333333
week3_uniform_k_compare.csv,uniform,9,1,dp,2,222.5193016036667,0.8065362686156666,2421.0,1280.0,0.00126168,2.4261333333333334e-05,0.000237544,0.0009950809999999999
week3_uniform_k_compare.csv,uniform,9,2,astar,2,220.62126197766668,0.0,5445.0,1178.6666666666667,0.003673179,9.605533333333332e-05,0.0006453033333333333,0.0029264183333333332
week3_uniform_k_compare.csv,uniform,9,2,dp,2,220.62126197766668,0.0,5445.0,1280.0,0.002921538,0.00011339266666666667,0.0012878963333333333,0.001514542
week3_uniform_k_compare.csv,uniform,9,inf,astar,2,220.62126197766668,0.0,11520.0,1178.6666666666667,0.007847001333333332,0.001106917,0.0018328136666666665,0.0049021563333333336
week3_uniform_k_compare.csv,uniform,9,inf,dp,2,220.62126197766668,0.0,11520.0,1280.0,0.006106953666666667,0.0013605810000000002,0.0018695923333333332,0.002871303
